

# evaluating initial population...
1,43022,72
2,43198,72
3,42917,69
4,43022,70
5,43022,79
6,43211,71
7,43022,70
8,43001,69
9,43022,65
10,38297,72
11,43022,70
12,43022,70
13,43022,63
14,42252,75
15,43022,67
16,43127,67
17,43190,74
18,43211,70
19,43043,72
20,43022,69
21,43034,74
22,43022,72
23,42854,67
24,42854,70
25,43043,70
26,43022,77
27,42854,69
28,42938,70
29,20923398,69
30,43022,70
31,43169,78
32,43106,72
33,43022,66
34,43050,69
35,43022,77
36,42252,70
37,36694,66
38,43012,67
39,42938,68
40,43967,71
41,42252,71
42,43022,65
43,42917,73
44,43137,72
45,43022,75
46,43190,74
47,43022,77
48,43022,64
49,43001,74
50,42959,72
51,43043,69
52,43022,72
53,43022,66
54,43043,69
55,43001,69
56,43022,75
57,43011,75
58,43043,68
59,43022,67
60,43106,75
61,43043,71
62,42917,71
63,43022,66
64,42896,77
65,43022,69
66,43001,82
67,43169,68
68,43059,70
69,42938,72
70,43022,72
71,43190,75
72,43043,70
73,43148,72
74,43043,71
75,43022,70
76,42076,67
77,43022,66
78,43001,66
79,43253,76
80,43148,69
81,43001,62
82,43169,69
83,42981,75
84,43023,82
85,43043,72
86,43022,71
87,43064,71
88,43022,70
89,42938,71
90,43169,69
91,43792,64
92,43022,67
93,43031,74
94,45542,74
95,42959,72
96,43106,69
97,42854,73
98,43043,75
99,43106,73
100,42875,74
# After 0 updates
# 36694: "+ 8 -9 x * - 0 + 8 * inc x 8 + x inc + 9 x 9 x 4 + 9 x x * inc 8 *"
# 38297: "9 - 2 dec / x x x inc -1 / 5 x x 8 x / + x x -7 -6 * dec -9 -8 3 * dec *"
# 42076: "x / inc -2 x x / 4 x x + - x x - -6 x / - inc / inc x - x + - x * +"
# 42252: "x - - x -9 x 3 inc / dec x -6 inc x -6 dec + / x + -5 x inc x * x x x dec *"
# 42252: "x 0 -10 x -7 x / -7 / x / inc 4 -1 -7 2 -9 - 3 x dec -8 x x x x x / - *"
# 42252: "-5 x x * x inc x x * / -4 x x x / x x x x x dec dec x inc + -8 - x x *"
# 42854: "4 0 inc dec 3 x / / - x + x 7 x x 4 x / - x x 5 -7 -10 -8 0 x dec -9 -"
# 42854: "1 inc 5 x 0 -3 x x dec 7 0 x + -9 * -8 0 9 -1 * x x 1 / * x x inc 2 8"
# 42854: "0 / -1 4 / dec 2 x dec inc -2 x x 3 / x dec -10 - -7 x x - 5 7 * x -6 + 8"
# 42854: "9 -6 8 3 x x + x / x 9 dec 5 x x inc 9 x + dec + - x x * * x -1 x 8"
# 42875: "- 5 x + -2 x -10 -2 -1 x / 1 x x inc x 2 x inc x inc x inc inc * 0 x x x 7"
# 42896: "+ inc 4 dec + x -10 * x + + dec dec x x 9 inc -6 x -1 -10 - x -1 x -4 x 2 x 6"
# 42917: "-6 - -7 x x 4 x 2 + -7 inc / * x x - -3 * dec -5 * x 7 x * 6 x -5 * 5"
# 42917: "- + - -5 9 inc 4 -7 dec x inc x * x / 3 + x + -5 x inc / 6 x -2 4 x x 5"
# 42917: "* 2 / dec 9 9 + inc - x x x 1 x inc 7 / x x -1 -4 + x dec inc x -2 + -2 5"
# 42938: "x x -5 -6 x x -9 x -10 x inc 8 1 * 1 -10 x 8 inc 6 x / x x dec 6 x 3 + 4"
# 42938: "/ * dec x x * x -9 + x -4 x dec x 5 4 - - -9 -2 x -10 x x x - -8 x x 4"
# 42938: "+ - -1 x 7 -10 6 x -6 -5 1 dec 9 x -7 / + -7 5 x / * 0 x x * x x x 4"
# 42938: "-2 dec 7 x x 3 x 3 -8 x x dec / 5 / x -10 inc - x x x + 9 + + -3 -2 + +"
# 42959: "0 x 9 dec dec 9 x -6 4 / x 5 x -8 x x x / + inc -3 x * inc x x inc 3 x +"
# 42959: "* 4 3 x -4 / x 5 3 dec inc 1 x x 7 x x x - x -10 -2 -6 -3 x -10 -4 x x 3"
# 42981: "x dec dec x x 2 inc -3 * 0 x 9 4 - x x -7 + -10 7 5 -1 x -3 x inc x x / inc"
# 43001: "x x + x - x 7 x * * x 2 x + -1 3 x 9 x 9 2 x - / -4 -7 * 6 - 1"
# 43001: "9 9 7 -2 x 6 x x -8 x x 1 x x x + dec 6 / 9 -8 0 inc * x x + 8 x 1"
# 43001: "-1 x 3 x -7 x 0 3 -6 8 inc inc + -1 x x dec x x x * * -3 x + 9 dec / 2 dec"
# 43001: "x x 0 x 3 x -3 5 x x x x 4 5 x -3 dec -4 5 dec 2 - x / -7 9 x 2 + dec"
